@relation trainingScaled

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute label {1,-1}

@data
0.41667,0.32793,0.079529,0.625,0.41969,0.054512,0.81967,0.41703,0.075013,0.91111,0.44558,0.10959,0.8626,0.4711,0.11499,0.81667,0.4501,0.12429,0.80252,0.42574,0.10523,0.79605,0.37986,0.0938,0.7878,0.31997,0.097522,1
0.27083,0.46793,0.044548,0.4375,0.50246,0.078219,0.54918,0.48186,0.11775,0.58889,0.50604,0.16406,0.55344,0.51877,0.1615,0.51944,0.50428,0.16396,0.48109,0.48217,0.15235,0.46382,0.46506,0.14288,0.45491,0.40449,0.1503,-1
0.125,0.11947,0.009828,0.125,0.26518,0.089873,0.10656,0.38467,0.17022,0.15556,0.47566,0.18469,0.17557,0.50814,0.16133,0.19444,0.48815,0.15016,0.22269,0.45728,0.12873,0.23684,0.43655,0.13081,0.24271,0.38664,0.13459,-1
0.14583,0.20034,0.014706,0.0875,0.27159,0.029922,0.057377,0.3658,0.095926,0.05,0.45735,0.13185,0.057252,0.48569,0.1047,0.066667,0.47102,0.095765,0.077731,0.42642,0.078542,0.10362,0.38934,0.068058,0.13395,0.34672,0.062774,-1
0.625,0.18121,0.042503,0.725,0.2158,0.036263,0.90164,0.27934,0.06554,0.98889,0.29425,0.062878,1,0.28392,0.052508,1,0.26409,0.0484,0.9916,0.19443,0.036724,0.98684,0.09051,0.023764,0.98408,0.003861,0.01278,1
0.41667,0.22659,0.050368,0.425,0.3473,0.087448,0.38525,0.41074,0.11175,0.33333,0.45026,0.10323,0.29771,0.45856,0.096534,0.27222,0.43983,0.10964,0.2437,0.40145,0.10865,0.24836,0.36208,0.11408,0.2679,0.31049,0.11753,-1
0.33333,0.24522,0.023453,0.325,0.33215,0.040833,0.29508,0.42375,0.10661,0.26667,0.53966,0.19068,0.29389,0.54594,0.15847,0.32222,0.50298,0.15059,0.33613,0.46145,0.12938,0.35197,0.41713,0.11029,0.35942,0.34457,0.11712,-1
0.14583,0.73215,0.36547,0.25,0.85423,0.43619,0.32787,0.96992,0.5951,0.43889,0.98125,0.627,0.49237,0.92007,0.57939,0.51389,0.85799,0.57268,0.53151,0.78898,0.50855,0.55921,0.77558,0.45186,0.58355,0.68533,0.46254,-1
0.375,0.31106,0.10008,0.575,0.48987,0.14431,0.7541,0.53884,0.13988,0.83333,0.54561,0.13993,0.84733,0.54564,0.12173,0.82222,0.52882,0.11057,0.77731,0.48828,0.11415,0.72697,0.45586,0.10407,0.68435,0.38715,0.11122,1
0.41667,0.28069,0.03807,0.575,0.38732,0.049149,0.7377,0.44775,0.071682,0.81111,0.47813,0.082793,0.83206,0.50093,0.087929,0.81111,0.51537,0.10961,0.79412,0.51031,0.13445,0.77303,0.50284,0.13641,0.75199,0.45931,0.14177,1
0.020833,0.37634,0.058913,0.0375,0.48225,0.082914,0.04918,0.52401,0.10131,0.05,0.55361,0.11875,0.057252,0.54863,0.11366,0.066667,0.50771,0.11759,0.07563,0.43118,0.10841,0.078947,0.35503,0.096743,0.076923,0.26416,0.098879,-1
0.375,0.11772,0.007591,0.3625,0.20327,0.021627,0.30328,0.3163,0.049383,0.26667,0.43729,0.12692,0.21374,0.5142,0.12977,0.19722,0.54585,0.13032,0.19118,0.54806,0.13484,0.19572,0.53433,0.11562,0.187,0.47939,0.11538,-1
0.75,0.24789,0.05108,0.675,0.3794,0.058251,0.60656,0.43637,0.066868,0.55556,0.47949,0.071116,0.49618,0.47279,0.07022,0.46111,0.42587,0.072141,0.42437,0.3455,0.059997,0.40132,0.2718,0.044735,0.40318,0.20272,0.033201,1
0.47917,0.087364,0.005194,0.5625,0.159,0.008329,0.59836,0.19851,0.014105,0.58333,0.23351,0.01847,0.52672,0.27853,0.033906,0.45556,0.33994,0.05421,0.38445,0.36217,0.073571,0.34211,0.34998,0.086201,0.313,0.31772,0.091471,-1
0,0.17563,0.025108,0,0.3519,0.10176,0.14754,0.49242,0.24745,0.24444,0.48593,0.19626,0.27481,0.49058,0.19075,0.25556,0.52287,0.24775,0.23529,0.4789,0.2313,0.22697,0.44518,0.20561,0.21618,0.38415,0.21014,1
0,0.39346,0.096989,0.075,0.44771,0.090993,0.11475,0.45893,0.090722,0.15556,0.49534,0.11522,0.17557,0.50632,0.10606,0.18611,0.47164,0.098944,0.18908,0.44769,0.079928,0.18092,0.42769,0.074511,0.17109,0.38859,0.076901,-1
0.20833,0.23133,0.021084,0.425,0.32938,0.035894,0.59016,0.47987,0.11246,0.68889,0.58723,0.24899,0.74427,0.60397,0.24702,0.74722,0.59237,0.25225,0.73529,0.58147,0.27311,0.74671,0.56694,0.2603,0.76127,0.48373,0.2582,1
0.70833,0.28708,0.085809,0.825,0.38291,0.092727,0.90164,0.44433,0.11048,0.93333,0.49697,0.12691,0.9084,0.50994,0.12533,0.88333,0.49632,0.14036,0.86134,0.45885,0.14396,0.83553,0.44572,0.16461,0.82095,0.41203,0.19612,1
0.20833,0.23996,0.031492,0.1875,0.27986,0.025905,0.18033,0.34392,0.050922,0.16667,0.45442,0.066581,0.1374,0.51601,0.062295,0.12778,0.54161,0.070621,0.11555,0.51674,0.067144,0.10362,0.47852,0.07885,0.098143,0.42776,0.086531,-1
0,0.30844,0.040268,0.1,0.35238,0.042112,0.18033,0.34669,0.066224,0.21111,0.35289,0.077403,0.19847,0.38515,0.071544,0.16667,0.40724,0.080459,0.14496,0.39703,0.078355,0.13487,0.38244,0.064124,0.12467,0.35141,0.071389,-1
0.083333,0.3077,0.05788,0.1375,0.39157,0.049417,0.15574,0.44428,0.096753,0.16111,0.48819,0.12172,0.16794,0.49888,0.11822,0.16667,0.48104,0.13794,0.18908,0.43343,0.12235,0.20395,0.35943,0.1025,0.21618,0.29381,0.11452,-1
0.41667,0.49326,0.24023,0.375,0.53891,0.17709,0.40984,0.55075,0.18284,0.36111,0.57619,0.18976,0.29771,0.57242,0.18488,0.26111,0.56584,0.19182,0.23319,0.55239,0.17842,0.21546,0.55044,0.16299,0.21088,0.52177,0.15849,-1
0.16667,0.43829,0.080174,0.225,0.53286,0.057502,0.2623,0.53347,0.099291,0.26667,0.60363,0.10763,0.22901,0.63505,0.11006,0.22222,0.62201,0.11784,0.2395,0.61825,0.12616,0.25493,0.63512,0.14065,0.2626,0.62733,0.16578,1
0.52083,0.12137,0.012977,0.575,0.16347,0.011881,0.58197,0.18068,0.015377,0.56667,0.21302,0.023877,0.50763,0.25042,0.032055,0.46389,0.26674,0.042957,0.43277,0.25598,0.049275,0.41612,0.21885,0.054543,0.40584,0.16955,0.068896,-1
0.70833,0.16759,0.039151,0.8,0.17543,0.024181,0.88525,0.19682,0.030019,0.96667,0.25297,0.052176,0.98473,0.26742,0.043471,0.99444,0.24578,0.039493,0.9958,0.19571,0.029197,1,0.10914,0.017771,1,0.022648,0.012451,1
0.041667,0.38917,0.11987,0.075,0.63885,0.095621,0.18033,0.72577,0.11872,0.26111,0.74877,0.15185,0.31679,0.73014,0.158,0.36389,0.7027,0.17713,0.39286,0.65,0.17684,0.40132,0.60904,0.17832,0.40186,0.5769,0.20963,-1
0.16667,0.44157,0.20729,0.25,0.48632,0.10427,0.2459,0.5364,0.16987,0.23333,0.60514,0.26443,0.22901,0.57357,0.2336,0.225,0.54812,0.22679,0.20378,0.49857,0.20113,0.17105,0.4428,0.18659,0.14589,0.38198,0.19844,1
0.5,0.18457,0.033715,0.375,0.26998,0.026537,0.29508,0.30891,0.030046,0.23333,0.34223,0.040832,0.17557,0.38521,0.044426,0.15278,0.44354,0.08669,0.16387,0.44338,0.091446,0.17599,0.4253,0.074443,0.18037,0.40299,0.081323,1
0,0.178,0.039564,0,0.17885,0.024479,0,0.33868,0.13341,0.12222,0.48063,0.27848,0.19847,0.43918,0.18839,0.20556,0.45164,0.20903,0.18908,0.46023,0.24238,0.17763,0.39841,0.20575,0.17374,0.33806,0.20455,1
0,0.30059,0.065222,0,0.32939,0.062669,0.016393,0.38707,0.077178,0.033333,0.46782,0.078565,0.083969,0.49512,0.080255,0.12778,0.47531,0.098817,0.13235,0.43433,0.093303,0.13651,0.38839,0.085009,0.15517,0.34079,0.088712,1
0.083333,0.46957,0.087603,0.15,0.64366,0.077991,0.19672,0.72499,0.11686,0.28333,0.75557,0.1532,0.29389,0.7533,0.16355,0.26389,0.73069,0.18536,0.2521,0.67403,0.17999,0.26645,0.65689,0.1683,0.28912,0.59659,0.18203,-1
0.20833,0.22683,0.025564,0.1625,0.34329,0.04124,0.13934,0.4326,0.11657,0.14444,0.50393,0.12067,0.15267,0.50419,0.12807,0.14444,0.4967,0.14372,0.15126,0.48598,0.14696,0.15954,0.5023,0.15617,0.15915,0.49968,0.1917,-1
0,0.1976,0.041988,0.0375,0.22492,0.025664,0.07377,0.26941,0.02935,0.1,0.3212,0.03474,0.099237,0.39758,0.060821,0.1,0.46238,0.09873,0.15756,0.44545,0.093337,0.19901,0.40207,0.076932,0.21751,0.35503,0.080383,-1
0.33333,0.34939,0.071565,0.2875,0.46478,0.095233,0.2541,0.57476,0.0998,0.23889,0.67554,0.12696,0.24809,0.75091,0.15902,0.26944,0.76102,0.22047,0.28782,0.70884,0.19234,0.29112,0.70199,0.17516,0.29045,0.65517,0.21419,-1
0,0.23759,0.025723,0,0.31318,0.041087,0,0.38484,0.085165,0,0.42984,0.10634,0.022901,0.44504,0.10944,0.061111,0.44871,0.11887,0.12605,0.43987,0.11391,0.21382,0.4082,0.10787,0.26658,0.35765,0.1231,1
0.29167,0.17754,0.026811,0.45,0.19367,0.025801,0.55738,0.23967,0.03498,0.58889,0.31181,0.054345,0.57252,0.36853,0.066315,0.59444,0.38266,0.075172,0.59244,0.37148,0.075678,0.57895,0.34014,0.071105,0.54377,0.31186,0.093102,1
0.41667,0.30046,0.077507,0.425,0.34796,0.057852,0.39344,0.43685,0.069243,0.38889,0.53334,0.12021,0.40458,0.58062,0.13155,0.45556,0.54323,0.13071,0.44958,0.51239,0.12456,0.42105,0.47957,0.12351,0.38196,0.4187,0.13842,1
0.79167,0.16364,0.026062,0.825,0.18184,0.020224,0.88525,0.20198,0.024175,0.96667,0.25682,0.042765,0.98473,0.26803,0.043465,0.98333,0.26876,0.052154,0.96639,0.23574,0.048496,0.94408,0.15534,0.038562,0.92838,0.087009,0.039201,1
0.35417,0.48936,0.30276,0.3875,0.51593,0.23906,0.39344,0.52156,0.2243,0.38333,0.52867,0.22844,0.35878,0.52104,0.2115,0.34167,0.49941,0.20823,0.32773,0.44384,0.1859,0.31579,0.39333,0.16296,0.30504,0.32788,0.16608,-1
0,0.32455,0.081068,0.0375,0.3877,0.086077,0.057377,0.46723,0.09572,0.066667,0.59829,0.12499,0.087786,0.63938,0.11525,0.125,0.62467,0.13211,0.15126,0.56654,0.14163,0.17105,0.5242,0.12967,0.19496,0.48923,0.17619,-1
0.10417,0.29707,0.12036,0.15,0.40863,0.11036,0.18852,0.38378,0.095424,0.2,0.45599,0.10891,0.17557,0.53276,0.14538,0.16111,0.54496,0.15875,0.15546,0.51145,0.15603,0.15789,0.48972,0.14189,0.15915,0.45237,0.15382,-1
0.25,0.36015,0.057202,0.45,0.45052,0.057666,0.67213,0.47469,0.062483,0.8,0.49464,0.085533,0.78626,0.52318,0.10736,0.77222,0.53928,0.14802,0.7605,0.51231,0.14684,0.73849,0.49172,0.13318,0.7069,0.46957,0.15154,1
0.125,0.44119,0.25079,0.2625,0.49232,0.2325,0.39344,0.52542,0.26413,0.45,0.56112,0.29036,0.46183,0.58222,0.27159,0.47778,0.57836,0.27775,0.48319,0.5287,0.25484,0.48684,0.47607,0.22888,0.49337,0.39037,0.23125,-1
0.125,0.50895,0.26077,0.25,0.57611,0.25844,0.37705,0.62379,0.32437,0.45556,0.67974,0.35568,0.49618,0.67928,0.33745,0.51944,0.68166,0.36717,0.54202,0.6346,0.35641,0.56908,0.59078,0.33066,0.58886,0.49295,0.35192,1
0.41667,0.25215,0.025128,0.55,0.33399,0.05431,0.63934,0.36175,0.06117,0.64444,0.39774,0.080128,0.58779,0.43264,0.073004,0.56667,0.43486,0.077768,0.55462,0.39315,0.067304,0.54276,0.33933,0.062286,0.52785,0.27716,0.062041,1
0,0.26982,0.03904,0.15,0.34528,0.032502,0.27869,0.3781,0.070819,0.34444,0.42509,0.093028,0.28244,0.46325,0.087007,0.24444,0.47797,0.086672,0.2479,0.45926,0.086263,0.25329,0.42147,0.07539,0.24271,0.37998,0.082529,1
0.29167,0.35883,0.0551,0.525,0.39227,0.064996,0.62295,0.42475,0.070985,0.62222,0.47541,0.089635,0.59542,0.47652,0.086627,0.56111,0.46428,0.099442,0.52941,0.42424,0.086721,0.50987,0.39145,0.082162,0.51724,0.33749,0.082606,1
0,0.21116,0.031178,0.025,0.51303,0.10478,0.13934,0.64074,0.12846,0.23333,0.67725,0.14806,0.28626,0.72604,0.18576,0.325,0.7574,0.26773,0.36765,0.72496,0.25503,0.39803,0.69501,0.24855,0.40716,0.61769,0.27843,-1
0.083333,0.30336,0.035987,0.225,0.37656,0.040082,0.39344,0.41087,0.060974,0.41111,0.44434,0.061375,0.39695,0.43164,0.069236,0.38889,0.4465,0.062643,0.38655,0.40152,0.051014,0.38816,0.33151,0.039488,0.37931,0.25499,0.032368,1
0.41667,0.28322,0.053231,0.525,0.35225,0.070921,0.60656,0.38726,0.093875,0.63333,0.43491,0.11558,0.67939,0.46149,0.1268,0.71111,0.43276,0.1375,0.69328,0.38081,0.11572,0.67434,0.32644,0.10111,0.64987,0.27896,0.11129,1
0.0625,0.13995,0.014287,0.0875,0.22157,0.01745,0.10656,0.31409,0.056363,0.10556,0.43628,0.11282,0.12595,0.49933,0.10423,0.13889,0.49884,0.1146,0.13655,0.46225,0.10158,0.12829,0.42912,0.088162,0.11538,0.38987,0.098571,-1
0.39583,0.4681,0.073963,0.5125,0.47743,0.10609,0.57377,0.50856,0.15708,0.61667,0.57597,0.17323,0.6145,0.57452,0.1733,0.58889,0.5512,0.20163,0.56303,0.52697,0.19756,0.54441,0.53277,0.19795,0.51857,0.50891,0.22913,-1
0.45833,0.13103,0.010275,0.45,0.19679,0.015518,0.40164,0.23802,0.017472,0.33333,0.27736,0.025661,0.27863,0.31131,0.034957,0.24167,0.34086,0.044915,0.20378,0.35597,0.05508,0.17928,0.3833,0.069107,0.17507,0.38114,0.087209,-1
0.58333,0.37795,0.16375,0.675,0.3826,0.12542,0.7541,0.42401,0.14531,0.83333,0.50687,0.16642,0.83206,0.54041,0.18765,0.80556,0.56415,0.23465,0.78571,0.53834,0.25038,0.78618,0.52253,0.23572,0.78694,0.4631,0.25029,1
0.375,0.19652,0.023747,0.65,0.24637,0.023938,0.7541,0.28746,0.039507,0.75556,0.34255,0.048398,0.70229,0.36601,0.051796,0.66111,0.3654,0.055754,0.60924,0.32719,0.053649,0.55921,0.26883,0.041754,0.51724,0.20736,0.033702,1
0.25,0.50702,0.193,0.2375,0.63188,0.16745,0.2459,0.65458,0.19707,0.22778,0.72972,0.21436,0.20229,0.78304,0.21649,0.18889,0.78884,0.2703,0.21218,0.75144,0.25873,0.2352,0.71746,0.24983,0.23873,0.6529,0.28585,-1
0,0.30927,0.023748,0.25,0.42554,0.027916,0.45902,0.42288,0.036193,0.57778,0.45667,0.065329,0.54962,0.47302,0.066105,0.49444,0.43333,0.062022,0.46639,0.36637,0.048403,0.45724,0.31831,0.038629,0.44828,0.25449,0.032027,1
0.52083,0,0,0.6125,0,0,0.66393,0.049076,0.048134,0.63333,0.26482,0.4035,0.5916,0.53791,0.98456,0.60556,0.58302,0.94826,0.59874,0.55844,0.7747,0.58553,0.54394,0.73512,0.57958,0.51549,0.81588,-1
0.25,0.28706,0.032045,0.25,0.36851,0.045819,0.2541,0.46774,0.056127,0.24444,0.56446,0.065001,0.21756,0.7165,0.15433,0.23056,0.7824,0.2141,0.26261,0.7472,0.1876,0.26974,0.73518,0.1882,0.27321,0.69136,0.23634,-1
0.70833,0.26667,0.072608,0.775,0.30863,0.044791,0.80328,0.32776,0.066681,0.85556,0.3925,0.084549,0.8855,0.42104,0.093396,0.9,0.39808,0.10593,0.88235,0.39485,0.13436,0.86513,0.39605,0.20716,0.86074,0.36517,0.23551,1
0.3125,0.33929,0.077864,0.2875,0.65331,0.12984,0.31148,0.90096,0.30061,0.43889,1,0.29149,0.47328,0.93589,0.28149,0.48333,0.87804,0.31826,0.4937,0.79394,0.3082,0.49342,0.75506,0.31571,0.49337,0.70279,0.37051,-1
0.125,0.28821,0.028479,0.275,0.37733,0.034668,0.40984,0.43694,0.057633,0.43333,0.44383,0.061874,0.43511,0.43139,0.06383,0.42778,0.44265,0.067055,0.43277,0.39191,0.051795,0.41776,0.30813,0.039108,0.41379,0.24195,0.03143,1
0.29167,0.38051,0.060591,0.375,0.55271,0.091227,0.42623,0.61388,0.12514,0.42222,0.68798,0.13766,0.45038,0.78984,0.17119,0.5,0.78715,0.20921,0.55882,0.76028,0.21532,0.58882,0.75102,0.21247,0.61273,0.68149,0.22063,1
0.20833,0.34894,0.052864,0.375,0.39838,0.063259,0.45902,0.51139,0.1022,0.51111,0.59129,0.11912,0.48855,0.55519,0.11656,0.48333,0.56126,0.12396,0.47059,0.51746,0.11679,0.44079,0.47265,0.1198,0.41645,0.43698,0.13249,1
0.083333,0.40631,0.10041,0.25,0.49716,0.08562,0.36066,0.55064,0.10407,0.4,0.56386,0.11577,0.34351,0.52918,0.10917,0.30556,0.52009,0.12144,0.31092,0.49774,0.11988,0.3125,0.44042,0.087105,0.30239,0.37864,0.085544,1
0.10417,0.41978,0.039167,0.2125,0.49204,0.034569,0.31148,0.53117,0.062121,0.35,0.58663,0.083015,0.35115,0.6001,0.083263,0.34167,0.57164,0.090935,0.31933,0.52181,0.079771,0.29934,0.47094,0.070764,0.28647,0.40621,0.073292,-1
0.041667,0.42247,0.061326,0.1,0.43764,0.069123,0.14754,0.52432,0.083877,0.17778,0.58499,0.11024,0.18321,0.61215,0.10715,0.17778,0.62176,0.11681,0.17857,0.60043,0.11475,0.19572,0.64302,0.12797,0.21485,0.63236,0.16752,1
0,0.26611,0.037943,0.0375,0.456,0.097348,0.065574,0.60159,0.11747,0.10556,0.70774,0.14713,0.11832,0.74243,0.189,0.11667,0.74649,0.22675,0.11345,0.73459,0.20054,0.11349,0.73052,0.18924,0.11141,0.68056,0.20077,1
0.0625,0.36463,0.086548,0.1625,0.50722,0.098866,0.22951,0.63208,0.13248,0.27222,0.73767,0.17194,0.27481,0.77094,0.19415,0.27222,0.76586,0.20447,0.30672,0.72629,0.19584,0.32401,0.68545,0.17549,0.31565,0.61727,0.17827,-1
0.20833,0.29515,0.030505,0.425,0.35703,0.061328,0.59016,0.41961,0.084173,0.73333,0.44392,0.081628,0.73282,0.45452,0.068112,0.70556,0.47057,0.079547,0.66387,0.43766,0.071166,0.62664,0.4643,0.11015,0.62865,0.46857,0.16731,1
0.4375,0.077321,0.004759,0.4375,0.18104,0.018709,0.43443,0.32995,0.1047,0.41667,0.45459,0.16692,0.39313,0.56584,0.16245,0.35556,0.64267,0.23632,0.31933,0.68301,0.27234,0.30757,0.7218,0.24047,0.29045,0.66519,0.26074,-1
0.125,0.42526,0.092592,0.325,0.516,0.098195,0.40984,0.53397,0.11499,0.36667,0.56536,0.11945,0.34351,0.5676,0.12673,0.33889,0.54406,0.14772,0.32353,0.49065,0.11013,0.33553,0.45002,0.090767,0.33687,0.38646,0.089356,1
0.041667,0.22548,0.040076,0.125,0.31458,0.043096,0.19672,0.38684,0.060677,0.25556,0.47932,0.07988,0.29008,0.50044,0.091379,0.29444,0.49549,0.08905,0.28992,0.47758,0.084092,0.28289,0.46094,0.074712,0.27586,0.40023,0.06788,1
0,0.35991,0.061622,0,0.3758,0.073741,0.02459,0.43893,0.11173,0.10556,0.57928,0.20123,0.15267,0.54823,0.14065,0.17778,0.54182,0.13814,0.19748,0.51429,0.12249,0.21382,0.4845,0.1303,0.2069,0.48788,0.19281,-1
0.52083,0.004402,0.000338,0.6125,0.11333,0.047626,0.63934,0.27222,0.15682,0.62222,0.40574,0.24831,0.58015,0.4819,0.27517,0.56111,0.52872,0.31644,0.55252,0.54432,0.35462,0.54276,0.58272,0.38823,0.53448,0.53514,0.45485,-1
0.375,0.34878,0.11349,0.45,0.46104,0.11489,0.45902,0.45876,0.13329,0.44444,0.56333,0.1413,0.41985,0.61092,0.1587,0.41111,0.61652,0.16792,0.39916,0.634,0.17896,0.40461,0.66005,0.20311,0.40849,0.60801,0.21231,1
0.083333,0.31162,0.020632,0.15,0.36585,0.041358,0.14754,0.42718,0.085791,0.20556,0.4818,0.1103,0.22901,0.46331,0.10866,0.21944,0.46462,0.10205,0.21639,0.41116,0.087561,0.19408,0.3641,0.078395,0.17374,0.30704,0.082392,-1
0.52083,0.067186,0.023387,0.6,0.25897,0.1196,0.61475,0.36125,0.14983,0.57222,0.41337,0.14899,0.50382,0.45091,0.14294,0.46389,0.466,0.14563,0.43487,0.44383,0.14704,0.41118,0.4618,0.1473,0.39125,0.44758,0.15676,-1
0.25,0.44928,0.13559,0.4,0.55044,0.15512,0.45902,0.57218,0.19572,0.5,0.6287,0.22594,0.47328,0.66358,0.21187,0.46111,0.67641,0.21858,0.43697,0.64968,0.20719,0.44408,0.62368,0.18648,0.43767,0.55843,0.18879,1
